temp_avr,temp_max,temp_min,pres,u,v,prec,datetime,Budateteny,Csepel,Erzsebet,Gergely,Gilice,Honved,Kaposztas,Korakas,Kosztolanyi,Pesthidegkut,Szena,Teleki
20.312500000000004,27.2,12.5,1018.3219699195832,-0.6492331583226979,0.7281318449761862,0.0,2017-08-30,15.0,30.303030303030305,34.0,22.0,22.0,20.34285714285714,18.0,24.0,35.0,18.0,29.0,31.0
22.433333333333337,30.6,13.9,1014.8278122816669,-0.7342392925080183,0.43890825362028957,0.0,2017-08-31,21.0,30.38888888888889,34.0,31.0,34.0,20.35,21.0,28.0,45.0,25.0,36.0,41.0
24.329166666666666,32.1,17.5,1011.8336136062497,0.5588161365644634,-0.45947247883857717,0.0,2017-09-01,27.0,30.474747474747474,34.0,33.0,37.0,20.357142857142858,23.0,31.0,44.0,31.0,40.0,41.0
17.90833333333333,22.3,14.7,1011.8669442037499,2.5949320378173746,-1.4238217084131388,0.2,2017-09-02,6.0,30.560606060606062,34.0,7.0,14.0,20.364285714285714,5.0,6.0,26.5,8.0,20.0,8.0
14.700000000000001,16.8,13.1,1008.36723146625,1.7130997483187977,-1.6871169024671897,22.0,2017-09-03,5.0,30.646464646464647,34.0,7.0,7.0,20.37142857142857,3.0,6.0,9.0,7.0,11.0,6.0
16.1625,21.2,12.7,1014.46673080875,2.8326673298348273,-2.001756350454957,1.0,2017-09-04,5.0,30.732323232323232,34.0,9.0,10.0,20.37857142857143,5.0,6.0,11.0,7.0,17.0,8.0
16.1125,21.9,9.3,1018.5441739029167,1.3900915318164178,0.14512233402510685,0.1,2017-09-05,13.0,30.81818181818182,34.0,18.0,17.0,20.385714285714286,13.0,8.75,23.0,11.0,24.0,20.0
20.204166666666666,24.5,15.8,1014.4445104104169,3.0186112524503312,-0.34351063589171166,0.0,2017-09-06,18.0,30.9040404040404,34.0,16.0,16.0,20.392857142857142,10.0,11.5,20.0,12.0,27.0,14.0
16.479166666666668,17.8,12.8,1015.3777671404164,2.4266665724090757,-0.07176538868103159,0.3,2017-09-07,9.0,30.98989898989899,34.0,14.0,16.0,20.4,8.0,14.25,22.0,12.0,24.0,15.0
15.845833333333333,22.1,8.1,1015.7110731154171,-0.1411810677741063,0.7241292638780482,0.0,2017-09-08,12.0,31.075757575757578,34.0,17.0,17.0,20.40714285714286,13.0,17.0,31.0,11.0,24.0,25.0
18.595833333333335,25.4,11.3,1008.0728111883333,-1.7254262621303,1.0561117390535397,0.0,2017-09-09,18.0,31.16161616161616,34.0,21.0,19.0,20.414285714285715,15.0,20.0,31.0,23.0,30.0,28.0
20.9,27.8,13.8,1007.2451013504168,-1.2557570423733557,1.3165405382005977,0.0,2017-09-10,15.0,31.247474747474747,34.0,20.0,25.0,20.42142857142857,16.0,19.0,33.0,22.0,31.0,25.0
23.254166666666663,28.8,17.0,1004.0898047870832,-0.8529572350644298,0.41789252446030734,0.0,2017-09-11,18.0,31.333333333333332,34.0,22.0,22.0,20.428571428571427,19.0,20.0,35.0,24.0,36.0,29.0
16.170833333333338,19.5,13.8,1005.5285755791666,3.530359660386687,-2.1009020933788944,4.0,2017-09-12,9.0,31.419191919191917,34.0,10.0,12.0,20.435714285714287,5.0,6.0,14.0,13.0,20.0,13.0
16.966666666666665,22.0,12.9,1015.7943996091662,2.497950702195133,1.1232999220186455,0.0,2017-09-13,6.0,31.505050505050505,34.0,8.0,11.0,20.442857142857143,5.0,7.0,14.0,7.0,19.0,9.0
19.999999999999996,26.5,14.0,1010.596413570476,2.257200525177788,2.4732361382445576,0.0,2017-09-14,12.0,31.59090909090909,34.0,17.0,21.0,20.45,13.0,19.0,32.0,14.0,23.0,20.0
14.705882352941176,18.4,10.3,1017.2184657258823,0.4099022397406709,-0.5254750789279412,0.0,2017-09-15,7.0,31.676767676767675,34.0,10.0,13.0,20.457142857142856,7.0,6.0,13.0,8.0,18.0,8.0
17.09583333333333,22.6,12.3,1013.2723843983332,-0.7818531832895829,-0.8810749056743395,0.2,2017-09-16,13.0,31.762626262626263,34.0,16.0,14.0,20.464285714285715,10.0,13.0,23.0,13.0,18.0,16.0
15.150000000000004,17.5,12.1,1011.5725239258331,0.8287638606778135,0.7541819647562021,33.0,2017-09-17,6.0,31.848484848484848,34.0,9.0,6.0,20.47142857142857,5.0,6.0,25.5,6.0,15.0,8.0
13.908333333333331,19.6,8.0,1016.9887460195832,0.7235127627731113,0.15939011530498315,0.0,2017-09-18,10.0,31.934343434343432,34.0,11.0,15.0,20.478571428571428,9.0,19.0,28.0,14.0,24.0,9.0
13.254166666666665,15.0,12.4,1012.5168908549995,-0.10918849762549944,-2.064415326190811,4.0,2017-09-19,11.0,32.02020202020202,34.0,13.0,16.0,20.485714285714288,10.0,16.0,22.0,13.0,22.0,10.0
13.495833333333335,16.2,11.7,1011.4225362370834,0.7452884592902165,-0.9663952494933987,4.0,2017-09-20,10.0,32.10606060606061,34.0,15.0,20.0,20.492857142857144,8.0,17.0,21.0,13.571428571428571,25.0,11.0
11.325000000000001,12.1,10.6,1012.8224213320832,3.2970329003398504,-2.9362355002423848,15.0,2017-09-21,9.0,32.19191919191919,34.0,17.0,12.0,20.5,6.0,10.0,16.5,14.142857142857142,16.0,12.0
14.295833333333333,18.0,11.5,1017.5553661770831,2.4833490695502003,-1.987252644416186,3.0,2017-09-22,8.0,32.27777777777778,34.0,19.0,8.0,20.507142857142856,5.0,9.0,12.0,14.714285714285714,20.0,9.0
12.791666666666666,15.8,10.1,1018.9052553758326,2.813202466185702,-1.8901403493484725,0.4,2017-09-23,10.0,32.36363636363636,34.0,21.0,10.0,20.514285714285712,6.0,12.0,12.0,15.285714285714285,18.0,10.0
12.341666666666667,16.0,8.8,1021.0661891137502,-0.42790482985544376,-0.1585122919998928,0.0,2017-09-24,13.0,32.44949494949495,34.0,23.0,14.0,20.521428571428572,12.0,21.0,31.0,15.857142857142858,23.0,18.0
13.695833333333333,19.0,8.1,1022.9271474741663,-1.1395942848573704,-0.5513192322736712,0.0,2017-09-25,15.0,32.535353535353536,34.0,25.0,31.0,20.52857142857143,14.0,22.0,33.0,16.428571428571427,26.0,30.0
16.979166666666668,22.0,13.2,1024.0548326895835,-1.2581642002782474,-1.091061601499671,0.0,2017-09-26,13.0,32.621212121212125,34.0,27.0,22.0,20.535714285714285,14.0,22.0,28.0,17.0,30.0,26.0
16.016666666666666,20.5,12.3,1026.7435008879172,-1.7005042769090901,-0.5493754964730158,0.0,2017-09-27,26.0,32.707070707070706,34.0,33.0,38.0,20.542857142857144,23.0,34.0,50.0,30.0,45.0,43.0
13.524999999999999,18.8,9.4,1029.9154627499995,-0.6485866988931531,-0.7602834532067639,0.0,2017-09-28,25.0,32.792929292929294,34.0,34.0,42.0,20.55,21.0,34.0,47.0,29.0,43.0,43.0
11.700000000000001,17.2,6.4,1028.8155530325002,-0.3205852739047436,0.22952248707010958,0.0,2017-09-29,23.0,32.878787878787875,34.0,37.0,35.0,20.557142857142857,25.0,38.0,56.0,31.0,43.0,47.0
11.504166666666668,17.2,6.9,1025.5213789795828,-0.5968354010377753,-0.00673833513159143,0.0,2017-09-30,27.0,32.964646464646464,34.0,37.0,48.0,20.564285714285713,27.0,49.0,47.0,28.0,40.0,44.0
10.845833333333337,17.3,5.1,1025.4991585812497,-0.7174366717638089,-0.21393252295968113,0.0,2017-10-01,26.0,33.05050505050505,34.0,36.0,45.0,20.571428571428573,25.0,45.0,47.0,30.0,37.0,44.0
11.258333333333333,18.0,4.7,1025.3491708925005,-0.8662808263269118,0.7469138408080709,0.0,2017-10-02,30.0,33.13636363636364,34.0,44.0,54.0,20.57857142857143,30.0,50.0,67.0,36.0,48.0,50.0
13.283333333333337,17.7,6.7,1018.516398405,1.7332346755291506,0.608364403601183,4.0,2017-10-03,34.0,33.22222222222222,34.0,40.0,55.0,20.585714285714285,32.0,45.0,43.0,40.0,56.0,51.0
13.254166666666665,17.7,8.7,1023.4826574325001,2.1807045799312745,0.20474515343604902,0.3,2017-10-04,14.0,33.30808080808081,34.0,15.0,13.0,20.59285714285714,8.0,14.0,19.0,8.0,51.875,13.0
14.475,20.6,9.6,1012.7224295395831,1.3865621984339895,1.7932444254790605,0.0,2017-10-05,18.0,33.39393939393939,34.0,25.0,20.0,20.6,13.0,23.0,30.0,11.0,47.75,23.0
12.683333333333335,16.0,9.9,1011.5780790254167,3.5366024248760124,-2.7248082746567164,0.0,2017-10-06,7.0,33.47979797979798,34.0,18.0,13.0,20.607142857142858,5.0,7.0,10.0,8.0,43.625,11.0
11.404166666666669,16.0,6.8,1016.7832073350002,2.0174629851783896,-1.883558468765968,0.0,2017-10-07,6.0,33.56565656565657,34.0,13.0,10.0,20.614285714285714,6.0,8.0,10.0,7.0,39.5,8.0
10.045833333333333,13.1,5.7,1014.2834125224999,2.5555565527957405,0.2928721788842145,0.0,2017-10-08,8.0,33.65151515151515,34.0,15.0,10.0,20.62142857142857,7.0,9.0,9.0,5.0,35.375,9.0
10.704166666666666,14.0,8.1,1017.322051994583,3.113468774260708,-1.3917005494889867,0.0,2017-10-09,8.0,33.73737373737374,34.0,12.0,14.0,20.62857142857143,10.0,11.0,19.0,8.0,31.25,13.0
12.154166666666669,15.8,7.8,1019.8274019066665,2.262776138065089,0.6544531698009246,0.0,2017-10-10,15.0,33.823232323232325,34.0,24.0,26.0,20.635714285714286,16.0,20.0,17.0,11.0,27.125,20.0
13.920833333333334,19.0,10.0,1021.9327846487499,1.0233795471239038,1.250661058787326,0.0,2017-10-11,19.0,33.90909090909091,34.0,26.0,26.0,20.642857142857142,18.0,25.0,24.0,13.0,23.0,31.0
13.99583333333333,21.5,6.4,1021.8272377566669,1.1562979970317835,0.0467880476939555,0.0,2017-10-12,21.0,33.994949494949495,34.0,40.0,32.0,20.65,17.0,27.0,38.0,16.0,37.0,32.0
15.9,19.4,10.7,1024.554791652083,3.2763709748015546,-1.1630816993995132,0.0,2017-10-13,11.0,34.08080808080808,34.0,26.0,21.0,20.65714285714286,9.0,16.0,22.0,15.0,40.0,19.0
13.508333333333335,19.1,7.4,1027.4212230370836,1.656260894290942,-0.6041289224271662,0.0,2017-10-14,14.0,34.166666666666664,34.0,31.0,19.0,20.664285714285715,15.0,21.0,23.0,16.0,27.0,26.0
14.029166666666669,22.4,6.6,1028.5933490491664,0.17042231205947397,0.020491899424712783,0.0,2017-10-15,17.0,34.25252525252525,34.0,28.0,28.0,20.67142857142857,18.0,27.0,32.0,12.0,23.0,29.0
15.087499999999999,22.3,9.4,1028.4100307629167,-0.30763720712313797,0.1191394881734989,0.0,2017-10-16,28.0,34.338383838383834,34.0,45.0,47.0,20.678571428571427,28.0,43.0,50.0,22.0,35.0,51.0
15.362499999999999,23.0,9.4,1025.6935870666664,-0.36911795726244306,0.1815124481127168,0.0,2017-10-17,41.0,34.42424242424242,34.0,66.0,60.0,20.685714285714287,37.0,53.0,69.0,30.0,48.0,71.0
15.045833333333333,21.9,10.7,1019.13301445875,-1.2184675740695998,-0.5411838062024418,0.0,2017-10-18,42.0,34.51010101010101,34.0,51.0,59.0,20.692857142857143,35.0,56.0,69.0,38.0,50.0,68.0
12.629166666666668,19.5,8.5,1016.4054605633332,-0.0626668239968638,-0.019142226601834372,0.0,2017-10-19,51.0,34.5959595959596,34.0,65.0,66.0,20.7,34.0,59.0,85.0,41.0,59.0,67.0
10.737500000000002,18.0,5.9,1018.1497618325003,-0.1584653636475777,-0.05249548051975602,0.1,2017-10-20,40.0,34.68181818181818,34.0,50.0,56.0,20.707142857142856,32.0,51.0,73.0,33.0,43.0,58.0
11.366666666666665,16.4,7.9,1017.6220273720833,0.8735624295537617,-0.6994132450911251,0.0,2017-10-21,32.0,34.76767676767677,34.0,45.0,61.0,20.714285714285715,23.0,44.0,45.0,24.0,32.0,40.0
10.399999999999999,12.8,8.1,1014.9278040741666,-0.4340846031808501,-1.1973807044510059,4.0,2017-10-22,28.0,34.85353535353535,34.0,32.0,41.0,20.72142857142857,20.0,34.0,43.0,13.0,22.0,22.0
9.158333333333333,10.4,8.6,1007.450640035,0.558080005532423,-3.80565765157896,31.0,2017-10-23,2.0,34.93939393939394,34.0,6.0,19.0,20.728571428571428,3.0,4.0,28.0,4.0,4.0,5.0
11.175000000000002,15.8,7.7,1017.6775783679165,-0.02218027210648528,-3.074317017716569,0.0,2017-10-24,6.0,35.025252525252526,34.0,13.0,10.0,20.735714285714288,6.0,11.0,13.0,11.0,17.0,13.0
9.137500000000001,14.4,2.8,1025.6213707720833,0.8963182334941395,0.5378739185330181,0.0,2017-10-25,19.0,35.111111111111114,34.0,25.0,10.571428571428571,20.742857142857144,17.0,23.0,25.0,14.0,25.0,27.0
10.975,16.7,6.2,1024.4214692620835,0.49967617761774613,0.7029075682837792,0.0,2017-10-26,28.0,35.196969696969695,34.0,41.0,11.142857142857142,20.75,26.0,37.0,46.0,20.0,37.0,44.0
10.487499999999999,11.9,9.1,1015.5499752274999,2.3493417780377777,-0.40463283157784735,3.0,2017-10-27,20.0,35.282828282828284,34.0,28.0,11.714285714285714,20.757142857142856,19.0,31.0,32.0,15.0,27.0,28.0
9.887500000000001,11.2,8.0,1014.8333673812499,3.9833993734509012,-1.659354410762064,0.5,2017-10-28,5.0,35.368686868686865,34.0,9.0,12.285714285714285,20.764285714285712,4.0,7.0,7.0,5.0,13.0,6.0
9.15,12.3,7.0,1000.16790448125,5.510960982993363,-0.5872100473042394,13.0,2017-10-29,8.0,35.45454545454545,34.0,13.0,12.857142857142858,20.771428571428572,5.0,9.0,8.0,7.0,9.0,8.0
6.425,9.9,3.5,1014.1112044354168,4.773520046015373,-2.6293336955036852,0.1,2017-10-30,5.0,35.54040404040404,34.0,10.0,13.428571428571429,20.77857142857143,4.0,5.0,9.0,8.0,21.0,10.0
5.325,8.4,1.5,1024.3770284654163,3.108722704851337,-0.4870169230286203,0.0,2017-10-31,12.0,35.62626262626263,34.0,24.0,14.0,20.785714285714285,8.0,13.0,16.0,10.0,23.0,10.0
7.458333333333333,11.7,2.3,1024.2381509758336,1.995676277714848,0.7116954140831973,0.0,2017-11-01,17.0,35.71212121212121,34.0,19.0,20.0,20.792857142857144,11.0,18.0,19.0,13.0,24.0,16.0
9.979166666666666,15.0,5.7,1017.1998398037503,0.6736507521686258,1.6743468211457262,0.0,2017-11-02,24.0,35.7979797979798,34.0,33.0,27.0,20.8,18.0,31.0,33.0,14.0,30.0,28.0
10.85416666666667,14.4,4.8,1016.4054605633332,1.44156980217206,-0.9698811452725008,0.0,2017-11-03,16.0,35.88383838383838,34.0,26.0,23.0,20.807142857142857,16.0,29.0,26.0,17.0,30.0,25.0
6.408333333333334,13.4,1.0,1021.4606011841664,-1.01785268329113,0.7075481813979102,0.0,2017-11-04,28.0,35.96969696969697,34.0,41.0,40.0,20.814285714285713,25.0,41.0,41.0,18.0,30.0,40.0
7.699999999999999,12.8,2.8,1017.1831745049998,-2.554369293603218,0.678358639211165,0.0,2017-11-05,26.0,36.05555555555556,34.0,34.0,32.0,20.821428571428573,23.0,35.0,42.0,24.0,32.0,30.0
8.75,13.6,5.2,1016.8998644262498,-2.3550549570818893,-0.19490745795266914,0.0,2017-11-06,18.0,36.141414141414145,34.0,31.0,26.0,20.82857142857143,20.0,31.0,29.0,26.0,33.0,34.0
8.258333333333335,12.9,3.3,1020.2884751720829,-2.318043290024177,-0.8807785732844119,0.0,2017-11-07,20.0,36.22727272727273,34.0,35.0,36.0,20.835714285714285,22.0,37.0,36.0,27.0,37.0,37.0
7.908333333333334,9.3,7.4,1019.2274511516662,-2.9782810574466843,-0.07729821159507592,0.1,2017-11-08,23.0,36.31313131313131,34.0,39.0,26.0,20.84285714285714,18.0,29.0,36.0,24.0,32.0,28.0
8.420833333333334,10.4,7.1,1022.3327518187504,0.15870128840647188,-0.44435823077614023,0.2,2017-11-09,32.0,36.398989898989896,34.0,44.0,43.0,20.85,24.0,41.0,45.0,27.0,36.0,34.0
8.687499999999998,10.4,7.7,1020.8384300308331,1.105451105257718,0.8109679313504722,0.0,2017-11-10,26.0,36.484848484848484,34.0,30.0,34.0,20.857142857142858,17.0,32.0,35.0,15.0,28.0,19.0
7.758333333333334,10.5,5.7,1014.0667636387502,1.7261860166244636,0.42828540620148664,0.3,2017-11-11,17.0,36.57070707070707,22.0,22.0,29.0,20.864285714285714,10.0,17.0,25.0,9.0,21.0,16.0
7.4958333333333345,9.8,4.3,1006.3562854170833,-0.36051663953732255,0.7561062621968692,0.4,2017-11-12,20.0,36.65656565656566,26.0,21.0,18.0,20.87142857142857,15.0,24.0,29.0,11.0,16.0,15.0
6.108333333333335,9.0,3.9,1003.7953845091664,2.903234841696363,-2.72283614164763,8.0,2017-11-13,6.0,36.74242424242424,13.0,16.0,13.0,20.87857142857143,5.0,10.0,14.0,9.0,18.0,13.0
5.0,8.4,1.2,1020.1773731804165,1.3438651204433494,-2.077710733107821,3.0,2017-11-14,9.0,36.82828282828282,15.0,18.0,14.0,20.885714285714286,11.0,19.0,18.0,13.0,26.0,17.0
2.7916666666666665,8.5,-2.1,1027.3878924395835,-0.028149027132439153,-1.136833133382658,0.0,2017-11-15,25.0,36.91414141414141,36.0,47.0,45.0,20.892857142857142,25.0,40.0,21.1,26.0,32.5,41.0
5.187499999999999,7.6,1.8,1026.3102031204162,-0.6570023957600801,-0.9545765026055631,0.0,2017-11-16,23.0,37.0,39.0,35.0,38.0,20.9,26.0,43.0,24.2,26.0,39.0,39.0
6.166666666666667,7.2,4.6,1022.8993719762501,1.040599152601852,-1.3628208189708861,0.2,2017-11-17,26.0,47.0,41.0,39.0,35.0,20.90714285714286,29.0,42.0,27.3,22.0,34.0,42.0
5.220833333333333,7.7,4.1,1019.0830185625001,1.2915631972135213,-0.7983425016161577,2.0,2017-11-18,23.0,37.0,29.0,33.0,26.0,20.914285714285715,18.0,30.0,30.4,18.0,27.0,17.0
4.249999999999999,7.4,0.6,1014.1723105308333,2.1592938879304273,0.8539023322979277,0.8,2017-11-19,15.0,21.0,17.0,22.0,22.0,20.92142857142857,7.0,16.0,33.5,8.0,18.0,9.0
4.7333333333333325,7.4,2.7,1016.3665748662503,3.6097021179214646,-1.1192529961010769,0.3,2017-11-20,8.0,16.0,12.0,12.0,9.0,20.928571428571427,5.0,7.0,36.6,4.0,21.0,8.0
4.070833333333334,5.8,2.5,1016.555448252083,2.023154633311446,0.6416378364439269,2.0,2017-11-21,13.0,18.0,16.0,21.0,13.0,20.935714285714287,10.0,17.0,39.7,5.0,13.0,11.0
7.3083333333333345,13.0,4.4,1015.1166774599997,0.9654295285649489,1.0414609130953394,0.0,2017-11-22,35.0,64.0,58.0,52.0,40.0,20.942857142857143,27.0,48.0,42.8,17.0,40.0,40.0
5.033333333333333,6.5,2.6,1018.7163819899996,-1.9364170646222407,-0.5432067340940463,0.0,2017-11-23,25.0,39.0,41.0,32.0,48.0,20.95,22.0,35.0,45.900000000000006,21.0,40.0,39.0
5.920833333333333,6.6,5.3,1020.3829118649996,-1.2984546113458133,-0.6657986689730502,0.0,2017-11-24,31.0,45.0,46.0,40.0,39.0,20.957142857142856,23.0,30.0,49.0,19.0,39.0,32.0
6.370833333333333,7.6,4.7,1016.2721381733335,-1.6887832532560887,0.5230230852218015,0.0,2017-11-25,29.0,46.0,47.0,38.0,39.0,20.964285714285715,25.0,38.0,47.0,19.0,36.0,32.0
6.333333333333333,7.3,3.9,1015.8999465012499,2.468181558272964,-2.986827820913069,1.0,2017-11-26,6.0,12.0,12.0,12.0,21.0,20.97142857142857,6.0,12.0,12.0,12.0,21.0,11.0
3.058333333333333,6.1,0.8,1021.9550050470834,2.066608794092641,-2.5852550567327452,0.0,2017-11-27,9.0,21.0,14.0,13.0,14.0,20.978571428571428,11.0,20.0,16.0,14.0,20.0,14.0
0.36666666666666664,5.8,-4.1,1017.255390799583,-0.31178900069177357,0.8872750245758386,0.0,2017-11-28,20.0,51.0,33.0,41.0,32.0,20.985714285714284,29.0,42.0,34.0,16.0,30.0,40.0
1.3375000000000001,3.4,-0.5,1011.7225116145833,-2.29710831407132,0.2502672812814238,0.0,2017-11-29,22.0,35.0,36.0,28.0,31.0,20.992857142857144,21.0,32.0,34.0,22.0,28.0,30.0
1.9708333333333332,2.9,1.1,1002.8454624804166,-0.17687779407985618,-0.37994767833163673,13.0,2017-11-30,15.0,34.0,20.0,20.0,24.0,21.0,11.0,21.0,19.0,12.0,17.0,16.0
0.9750000000000001,5.1,-1.8,1014.3556288170834,0.7405970512935669,-1.0603873476514136,0.0,2017-12-01,19.0,33.0,30.0,36.0,29.0,27.0,12.0,28.0,29.0,15.0,24.0,28.0
-0.49166666666666664,3.1,-2.5,1021.1217401095836,0.587542788081862,-2.6267871007950654,0.0,2017-12-02,20.0,32.0,30.0,31.0,25.0,29.0,17.0,30.0,29.0,22.0,29.0,25.0
-0.3583333333333334,0.8,-1.8,1020.3273608691666,1.7732362937346766,-1.5874527979074358,1.0,2017-12-03,22.0,32.0,26.0,31.0,31.0,30.0,21.0,33.0,27.0,21.0,29.0,26.0
0.6375,2.6,-0.8,1023.1993473537499,3.754539922518582,-0.11785113019775824,0.0,2017-12-04,28.4,18.0,20.0,16.0,22.0,17.0,9.0,20.0,18.0,17.0,23.0,14.0
3.0250000000000004,5.7,0.8,1028.115610485,3.6037431885069853,-1.669003109838865,0.0,2017-12-05,34.8,13.0,15.0,20.0,11.0,12.0,7.0,16.0,12.0,11.0,18.0,10.0
5.575,6.4,4.5,1028.1544961820837,4.986715628389265,-2.39348431518874,0.0,2017-12-06,41.2,14.0,17.0,28.0,10.0,26.0,7.0,17.0,16.0,12.0,24.0,9.0
2.691666666666667,5.5,-0.8,1026.0157828424997,1.573265769834685,0.6000684020302758,0.0,2017-12-07,47.6,45.0,41.0,36.0,21.0,51.0,23.0,39.0,42.0,22.0,36.0,31.0
1.2666666666666668,5.7,-2.2,1014.5611675016663,-1.3470497948856137,-0.5663142261902187,6.0,2017-12-08,54.0,64.0,66.0,55.0,52.0,82.0,39.0,61.0,69.0,58.0,76.0,58.0
2.279166666666667,3.1,0.9,1008.0728111883332,3.4196164078053024,-3.1941180327443863,6.0,2017-12-09,9.0,15.0,17.0,16.0,20.0,18.0,7.0,15.0,13.0,19.0,26.0,12.0
0.9624999999999999,3.0,-2.1,1010.2059694283333,1.3733498096850596,2.2991310290999665,0.0,2017-12-10,11.0,13.0,15.0,15.0,7.0,13.0,8.0,12.0,12.0,9.0,17.0,10.0
7.512499999999999,12.0,2.3,1002.9676746712499,0.11161600110648394,4.862748002195495,0.6,2017-12-11,11.0,8.0,22.0,16.0,9.0,17.0,8.0,10.0,11.0,9.0,27.0,11.0
9.483333333333333,11.0,5.1,1008.1672478812501,0.8747739008525794,1.2758597251755155,0.0,2017-12-12,15.0,28.0,27.0,22.0,17.0,23.0,13.0,16.0,24.0,14.0,34.0,29.0
3.4166666666666674,5.9,-0.5,1017.1998398037499,2.379795678956927,-1.1058740490727272,4.0,2017-12-13,20.0,36.0,27.0,28.0,18.0,17.0,22.0,24.0,23.0,21.0,32.0,13.0
1.7916666666666667,4.3,-0.6,1007.7006195162497,-0.852937796704441,1.6835067006770317,0.0,2017-12-14,32.0,37.0,41.0,22.5,27.0,43.0,31.0,35.0,40.0,21.0,38.0,38.0
5.191666666666667,9.0,3.1,1001.6622262691664,0.013872818439010934,0.3401799116643773,4.0,2017-12-15,14.0,24.0,19.0,17.0,24.0,26.0,24.0,20.0,19.0,13.0,25.0,20.0
3.3791666666666664,5.4,0.8,1004.9064044258333,2.023517054294819,-1.1685403820877738,6.0,2017-12-16,15.0,22.0,22.0,19.0,17.0,19.0,20.0,24.0,17.0,20.0,28.0,17.0
0.5833333333333334,4.4,-2.0,1018.1886475295829,0.6874153274081846,-1.5570305316296746,0.0,2017-12-17,23.0,39.0,27.0,40.0,29.0,31.0,27.0,39.0,26.0,28.0,38.0,26.0
-0.5958333333333334,1.4,-2.7,1023.7048614158331,0.6502759787910297,-1.8072183427012904,0.0,2017-12-18,27.0,50.0,30.5,39.0,36.0,38.0,38.0,48.0,33.0,31.0,48.0,39.0
-1.6000000000000003,1.0,-5.0,1030.0154545425,1.077641685200277,-1.0526174158608856,0.0,2017-12-19,31.0,44.0,34.0,47.0,42.0,43.0,33.0,39.0,38.0,41.0,52.0,37.0
-3.5625,-0.5,-6.0,1033.2207470020828,0.1288748995386969,-1.0303803897906116,0.0,2017-12-20,42.0,71.0,45.0,49.0,53.0,52.0,50.0,47.0,48.0,48.0,61.0,49.0
-2.716666666666667,0.8,-7.5,1032.6096860479167,0.1123855812121221,0.7866214779631554,0.8,2017-12-21,58.0,76.0,59.0,39.0,109.0,69.0,65.0,61.0,61.0,38.0,65.0,71.0
1.4874999999999998,4.9,-2.7,1029.143303907917,0.7503231280291086,-0.44062798282459187,2.0,2017-12-22,22.0,34.0,24.0,29.0,95.2,23.0,21.0,25.0,23.0,18.0,25.0,17.0
4.9125000000000005,8.6,3.4,1026.0046726433332,3.8718075844507127,-1.64196783077041,0.0,2017-12-23,13.0,14.0,15.0,17.0,81.4,12.0,9.0,13.0,14.0,17.0,20.0,6.0
8.879166666666666,10.5,6.5,1022.3383069183336,4.732724752590709,-1.666957506154315,0.0,2017-12-24,8.0,10.0,9.0,12.0,67.6,7.0,7.0,9.0,8.0,5.0,11.0,5.0
5.641666666666668,9.9,1.9,1023.0438045654167,1.1222127567308833,0.435572968509607,0.0,2017-12-25,18.0,28.0,23.0,21.0,53.8,21.0,21.0,21.0,24.0,10.0,17.0,16.0
2.670833333333334,8.8,-1.2,1015.1777835554163,-0.8913655032973368,-0.757025054773004,0.0,2017-12-26,42.0,47.0,46.0,40.0,40.0,46.0,34.0,41.0,44.0,41.0,43.0,34.0
7.329166666666667,12.8,2.2,1002.8399073808332,-1.6917503711650872,1.9480937434558134,0.0,2017-12-27,27.0,33.0,49.0,28.0,28.0,51.0,41.0,33.0,43.0,35.0,54.0,37.0
6.845833333333332,8.6,2.6,993.6628828691665,-0.8202902245121347,-0.367054060099794,2.0,2017-12-28,15.0,21.0,24.0,22.0,16.0,23.0,17.0,19.0,20.0,15.0,30.0,22.0
2.1541666666666663,3.2,0.2,1006.2340732262501,4.301977995138603,-2.5837294910007924,0.2,2017-12-29,9.0,12.0,14.0,25.0,11.0,12.0,8.0,9.0,11.0,11.0,21.0,12.0
-1.0499999999999996,1.6,-4.9,1015.2666651487497,-0.433274053804168,1.6610507198755702,0.0,2017-12-30,27.0,31.0,31.0,25.0,23.0,31.0,26.0,26.0,30.0,17.0,31.0,26.0
3.3708333333333336,6.5,1.1,1015.022240767083,0.4435781307058832,1.7885302035740362,2.0,2017-12-31,37.0,37.0,47.0,36.0,25.0,41.0,45.0,31.0,46.0,22.0,36.0,27.0
2.6125000000000003,4.9,0.3,1011.7225116145831,-0.9115491521695812,-0.7317394632334593,0.0,2018-01-01,55.0,77.0,66.0,54.0,65.0,51.0,46.0,48.0,60.0,52.0,77.0,57.0
4.504166666666667,7.3,2.7,1009.522692179583,1.761872222965594,-1.8546673515202174,2.0,2018-01-02,23.0,31.0,26.0,28.0,40.0,30.0,20.0,20.0,25.0,30.0,47.0,29.0
3.625,5.8,0.3,1007.9450438979167,1.5262075562927373,1.6533771131219546,2.0,2018-01-03,13.0,14.0,15.0,25.0,11.0,15.0,11.0,12.0,13.0,10.0,19.0,11.0
4.2375,9.7,1.8,1005.7563346620828,0.39149914393804836,1.6494683887284463,0.0,2018-01-04,25.0,27.0,29.0,28.0,22.0,20.0,19.0,18.0,24.0,16.0,31.0,25.0
5.937499999999999,9.1,3.3,1007.26732174875,-0.8830509052136287,1.136047981447235,0.7,2018-01-05,32.0,42.0,40.0,35.0,39.0,45.0,36.0,34.0,39.0,31.0,49.0,40.0
